label,category,locality,postal_code,latitude,longitude,description,ville_proche
Site d'escalade de la Goulette,Lieu de sport et de loisir,Lajoux,39310,46.367279,5.984624,"Un magnifique site d'une vingtaine de voies, peu hautes allant du 3c au 5c, situé entre les villages de Mijoux et Lajoux.",217
Hôtel du Nord by Bestwestern,Logement,Mâcon,71000,46.306569,4.836361,"Situé sur les bords de Saône à Mâcon, entre mâconnais et beaujolais, l’Hôtel du Nord vous propose 19 chambres au centre de la capitale de la Bourgogne du sud.",355
Grande balade de la Chapelle de Montempuy,Lieu de sport et de loisir,Saint-Parize-en-Viry,58300,46.752422,3.355297,"Située aux confins de l’Allier, dans le département de la Nièvre, cette boucle vous mène à la découverte de la jolie campagne nivernaise et de la belle chapelle de Montempuy.",239
Brit Hôtel Mâcon Centre,Restaurant,Mâcon,71000,46.3032,4.826852,L'hôtel est situé à la croisée des grands crus de Bourgogne et du Beaujolais. Il est idéal pour une soirée étape de charme et de détente à mi chemin entre le Nord et le Sud de la France.,355
Panorama 360 Hôtel & Spa,Logement,Mâcon,71000,46.305597,4.828965,"Silhouette reconnaissable entre toutes, l'ancien Hôtel des Postes de Mâcon, superbe bâtisse début XXe en pierre de Flacé et de Saint-Martin, s'est transformé en un hôtel 4 étoiles à la décoration contemporaine et chaleureuse.",355
Sentiers Nordiques,Activité,Lamoura,39310,46.40587,5.98028,Profitez de nombreuses activités neiges et hors neiges avec les chiens de traineaux de Sophie.,203
"Mâcon, Cité de Lamartine",Site culturel,Mâcon,71000,46.30348,4.832142,"Terre natale de Lamartine et Chef lieu du département de la Saône et Loire, Mâcon vous invite à visiter ses musées, ses sites historiques et archéologiques. 
Profitez également de balades agréables le long de la Saône.",355
Communauté de Communes Le Grand Charolais,Activité,Paray-le-Monial,71600,46.454386,4.116652,Établissement public de coopération communale (EPCI) à fiscalité propre.,370
PR 33 : Chemin de la Brigandière,Lieu de sport et de loisir,Dornes,58390,46.709269,3.323168,"Sur ce circuit dans la Nièvre, vous partirez de l'étang des Baillys. Ce parcours est réalisé en grande partie sur les chemins ruraux traversant le territoire : chemins creux humides, vieux chênes, faune et flore sauvage, …",239
Aventure pêche,Activité,Flagy,71250,46.487087,4.638189,"Découvrez avec un guide professionnel et son bateau, la pêche du silure sur la Saône et ses affluents. Depuis presque un demi-siècle, les silures nagent dans la Saône et des captures de silures dépassant 2,50m pour 100 kg sont régulièrement enregistrées.",329
Étangs des Baillys,Lieu de sport et de loisir,Dornes,58390,46.709518,3.323349,"Situé à 2 km du village de Dornes, les étangs des Baillys offre un cadre de pêche où il y règne le calme dans un univers d’eau et de verdure.",239
Eskaleo,Activité,Saint-Claude,39200,46.40031,5.860239,"Eskaléo est spécialiste du canyoning, de la via ferrata et de l'escalade dans le Parc naturel du Haut Jura. Nous organisons des activités à Collonges, Mijoux, Saint Claude, Lac de Vouglans, Moirans en Montagne.",221
Duplex piscine de Montempuy,Logement,Saint-Parize-en-Viry,58300,46.755087,3.350424,"Un duplex pour 3 personnes situé au calme dans le domaine du vieux moulin de Montempuy entouré d'eau.
Possibilité de lit supplémentaire.",239
Auberge de Thoire,Restaurant,Thoirette-Coisia,39240,46.265883,5.516063,"Durant le confinement, l'auberge de Thoire propose des menus différents chaque jour à commander par téléphone et à emporter.",179
Hôtel Ibis Styles Mâcon Centre,Logement,Mâcon,71000,46.30351,4.827122,"Situé en face de la gare ferroviaire de Mâcon, cet hôtel de style décontracté se trouve à 10 minutes à pied de la cathédrale de la ville, datant du XIXe siècle, ainsi que du musée des Ursulines, qui présente des expositions d'art.",355
Le Fort des Rousses,Lieu de sport et de loisir,Les Rousses,39220,46.479385,6.054921,"Nichées dans le Parc Naturel du Haut Jura, à 1 150m d'altitude, découvrez au coeur d'un fort militaire remarquablement aménagé, les caves d'affinage des Comtés Juraflore et l'histoire des plus grands fromages de la Franche-Comté.",218
Via Allier à vélo - Étape 01 - Nevers > Sancoins,Lieu de sport et de loisir,Nevers,58000,46.984968,3.157915,Votre voyage à vélo sur la Via Allier débute à la cité ducale de Nevers. Vous traversez la Loire en suivant son canal latéral jusqu’au pont canal du Guétin qui enjambe la rivière Allier.,251
"Commando Games, Les Rousses",Lieu de sport et de loisir,Les Rousses,39220,46.509638,6.077065,"Au cœur de la station franco-suisse des Rousses, passez une journée en famille au Fort des Rousses Aventure !
Ancien centre d'entrainement militaire, le Fort des Rousses vous attend aujourd'hui pour l'aventure et la découverte !",218
Hôtel Bestwestern d'Europe et d'Angleterre,Logement,Mâcon,71000,46.308431,4.837079,"Situé sur les rives de Saône, au centre de Mâcon, Le Best Western Plus Hôtel d’Europe et d’Angleterre est un rendez-vous avec l’Histoire, dans la capitale de la Bourgogne du Sud.",355
Hôtel Mercure bord de Saône,Restaurant,Mâcon,71000,46.318409,4.842267,"En ville, au calme, situé sur les bords de la Saône, dans un cadre de verdure et de détente, l'hôtel est à quelques minutes seulement des accès autoroutiers.",355
Espace des Mondes Polaires,Activité,Prémanon,39220,46.460834,6.02936,"Vous êtes-vous déjà imaginé au cœur de la banquise, tel un explorateur polaire ? Avec sa piste de rollers quad (patinoire en hiver) et son musée, l’Espace des Mondes Polaires vous invite à plonger dans l’ambiance des pôles !",217
Jura Sick Guide,Activité,Lajoux,39310,46.377966,5.964397,L'équipe de Jura Sick guide vous propose des sorties accompagnées en VTT enduro,203
Féodor,Restaurant,Lajoux,39310,46.375214,5.973053,"Niché au cœur du parc naturel du Haut-Jura, dans les Hautes Combes, Feodor accueille dans le plus haut village du massif jurassien. Ce lieu unique marie une cuisine authentique, entièrement préparée au ""smoker"", et une microbrasserie certifiée BIO.",203
La boîte à montagne,Activité,Les Rousses,39220,46.483878,6.060752,"Vivez des aventures en canyoning ou en via ferrata, découvrez des univers étonnants lors de randonnées en raquettes ou en ski nordique, filez en VTT par monts et par vaux...",218
Lucas Humbert,Activité,Hauts de Bienne,39400,46.523908,6.029974,"Je ne sais plus très bien si j'habite la montagne ou si la montagne m'habite, en tout cas, elle est ma passion et mon principal centre d'intérêt depuis toujours!
Mon métier et ma vocation, ça tombe bien, c'est de la partager avec vous!",201
CHALET BUDDLEIA AU BOIS QUARTOIS,Logement,La Quarte,70120,47.77371,5.69869,,283
CHATEAU D'OUGE,Site culturel,Ouge,70500,47.796627,5.705157,,283
"BARBIER GUY - LA BELLE TRADITION, MENUISIER EBENISTE",Activité,La Rochelle,70120,47.74641,5.73084,,283
"API'VLAD, MIEL à LA QUARTE",Activité,La Quarte,70120,47.77063,5.69636,,283
CROIX-ORATOIRE A OUGE,Site culturel,Ouge,70500,47.808867,5.760193,,283
ANTIQUITE BROCANTE ROULOTTES,Activité,Pierrecourt,70600,47.64226,5.59317,,271
LE RUCHER DU PERE GAILLOT - MIEL D'APICULTEUR,Activité,Chauvirey-le-Vieil,70500,47.78534,5.75739,,283
STATUE DE LA VIERGE MARIE A LA ROCHELLE,Site culturel,La Rochelle,70120,47.7460547,5.73314142,,283
EGLISE SAINT-GILBERT DE LA QUARTE,Site culturel,La Quarte,70120,47.7731196,5.69704238,,283
PARC ET JARDINS DU CHATEAU D'OUGE,Site culturel,Ouge,70500,47.796363,5.705259,,283
ORATOIRE SAINT FERREOL ET SAINT FERJEUX  A LA ROCHELLE,Site culturel,La Rochelle,70120,47.7475809,5.73360642,,283
EGLISE SAINT-REMI DE OUGE,Site culturel,Ouge,70500,47.7966251,5.70415869,,283
CHAPELLE DE SAINT CLAUDE A LA ROCHELLE,Site culturel,La Rochelle,70120,47.7463531,5.73065122,,283
MIELLERIE PHILIPPE LEYOUR,Activité,Montcourt,70500,47.92924,5.9589,,283
CROIX A OUGE (1),Site culturel,Ouge,70500,47.8001743,5.70256336,,283
DOMAINE BOUHELIER,Activité,Chaumont-le-Bois,21400,47.9255351,4.57829471,,12
CROIX SAINT VINARD A OUGE,Site culturel,Ouge,70500,47.793917,5.69894,,283
"CROIX DITE ""CROIX LAMBERT"" A OUGE",Site culturel,Ouge,70500,47.807066,5.71019,,283
LAVOIR RECTANGULAIRE A LA ROCHELLE (1),Site culturel,La Rochelle,70120,47.74697,5.730564,,283
MUSÉE DEPARTEMENTAL ALBERT ET FELICIE DEMARD,Activité,Champlitte,70600,47.6521273,5.6721397,,273
AUBERGE DU VIEUX CHENE - LA QUARTE,Restaurant,La Quarte,70120,47.7712881,5.69680872,,283
CHATEAU DE LA ROCHELLE,Site culturel,La Rochelle,70120,47.7458803,5.73195151,,283
FONTAINE RONDE A LA ROCHELLE (2),Site culturel,La Rochelle,70120,47.7470358,5.7319076,,283
LAVOIR RECTANGULAIRE A LA ROCHELLE (2),Site culturel,La Rochelle,70120,47.7460384,5.733055,,283
CROIX A OUGE (2),Site culturel,Ouge,70500,47.7944243,5.70257129,,283
MUSEE DES OUTILS D'HIER A CHAUVIREY-LE-VIEIL,Activité,Chauvirey-le-Vieil,70500,47.785341,5.757389,,283
Refuge du Baerenkopf,Logement,Lamadeleine-Val-des-Anges,90170,47.773036251608,6.92130893468857,Site calme et agréable au sommet du Baerenkopf.,499
Parc du Château de Drée,Site culturel,Curbigny,71800,46.320872,4.3094849,"Parc de 10 ha, réhabilité depuis peu dans l'esprit du 18ème siècle avec terrasses, statuaire, bassins, parterres de broderies et une vaste roseraie.",328
Camu,Activité,Vézelay,89450,47.4630766,3.7444507,,419
Les Pervenches,Logement,Saint-Martin-de-la-Mer,21210,47.246349,4.19845,,57
Le Sarment,Restaurant,Auxerre,89000,47.79453,3.57483,Restaurant Épicurien par Julien et Thomas.,418
Gîte Wellness Chez Léon,Logement,Allerey-sur-Saône,71350,46.9191,4.99258,Le gîte Wellness Chez Léon est propice à un séjour entre amis ou en famille . Appréciez son espace détente (spa et sauna). Massages sur réservation.,413
Bibliothèque-Médiathèque,Activité,Semur-en-Auxois,21140,47.4902,4.33675,,61
"Loc Val de Loire, Point de location-dépôt",Activité,Nevers,58000,46.981255,3.159873,,251
Appartement - Jean-Pierre Patoz,Logement,Maisons-du-Bois-Lièvremont,25650,46.9666431,6.4199628,,147
Emaux Créations,Activité,Vézelay,89450,47.4651807,3.74495209,Création de bijoux en émail sur cuivre et en argent massif.,419
Église notre-Dame de Martrois,Site culturel,Martrois,21320,47.3106871,4.53781946,,49
Comité Départemental de Vol en Planeur de l'Yonne,Activité,Paron,89100,48.178053,3.250624,Coordination et promotion des activités de vol en planeur du département de l'Yonne.,453
Cinéode - cinécomté,Activité,Poligny,39800,46.83635,5.70289,"Cinéma à Poligny

Tarif mercredi - 5€50

Carte abonnement - 55€00
Valable 12 mois - 10 entrées - non nominative - 4 places maximum par séance.",216
Saint-Odile,Logement,Saint-Honoré-les-Bains,58360,46.90405,3.8421,,249
Au Petit Bonheur,Restaurant,Curtil-Vergy,21220,47.1693541,4.8892465,,44
Le village des écureuils,Activité,Clairvaux-les-Lacs,39130,46.5604607,5.76209952,,189
L’étape des Gourmets,Restaurant,Châtel-Censoir,89660,47.5349186,3.6341531,"Restaurant traditionnel, proche du canal et de la gare. Terrasse ombragée et terrain de pétanque. Bar, cocktails et planches apéro à toute heure.",233
Gîte de Chéry,Logement,Saint-Laurent-en-Brionnais,71800,46.2784429,4.23666466,"Ancien corps de ferme de la fin du 19ème siècle, typique de la région, il a été refait à neuf en 2020.",328
Le Pré Fillet,Restaurant,Septmoncel les Molunes,39310,46.333822,5.89961,Venez déguster une cuisine traditionnelle et régionale au cœur de la montagne. Réservation souhaitable.,221
Le Gris Coquelet,Logement,Bourbon-Lancy,71140,46.630164,3.786909,,313
Ludolac,Activité,Vaivre-et-Montoille,70000,47.6314456,6.12238883,LUDOLAC est un parc aquatique de 2Ha800 situé en pleine verdure. On y trouve des bassins de toutes tailles et de nombreuses animations.,290
Gîte n°G2179,Logement,Le Vaudioux,39300,46.693713,5.92301,,184
Alpage du Levant,Logement,Septmoncel les Molunes,39310,46.3453303,5.9340096,"Un lieu rare pour des moments rares, très éloigné de l'agitation du monde et de l'ordinaire …",221
Les Arobiers,Restaurant,Lamoura,39310,46.3947822,5.96724889,"Restaurant situé au centre du village, ancienne bâtisse jurassienne. Au pied des pistes de ski de fond, raquettes et randonnées pédestres l’été.",203
Bouchard Père et Fils,Activité,Beaune,21200,47.0241359,4.84279659,,7
Eglise Saint-Gilles,Site culturel,Saint-Gilles,71510,46.87887,4.66313,"L'église actuelle fut construite en 1865-1866 (à partir de bâtiments civils) en remplacement d’une chapelle ancienne désaffectée, dédiée à St-Gilles",385
L'Atelier Sauvage,Activité,Landresse,25530,47.252377,6.5046,L'atelier sauvage cultive et transforme une grande diversité de plantes aromatiques et médicinales au cœur d'un verger familial à Landresse.,149
Le Gîte ouest,Logement,Anost,71550,47.0748,4.09079,Un gîte classé ** et labellisé Clévacances pour 4-5 personnes dans une ancienne grange restaurée en plein cœur du Parc Naturel Régional du Morvan.,231
Cabottine,Activité,Semur-en-Auxois,21140,47.4909093,4.33213,,61
Gîte Le Marguerite,Logement,Balanod,39160,46.45478,5.35943,"Gîte chaleureux avec ses poutres apparentes, son poêle à bois, sa terrasse couverte et son jardinet. Idéalement situé pour de jolies randonnées.",219
L'Ouillette,Restaurant,Santenay,21590,46.911074,4.7003789,"Dans un cadre simple et rustique, venez savourer les plats régionaux, mais aussi des mets plus originaux qui varient selon les saisons.",317
Chez Marine et Justine,Logement,Charolles,71120,46.43655,4.27956,"Maison de 230 m² sur 2 étages avec terrain arboré et clos, idéalement située en plein centre ville.
N'hésitez pas à me contacter.",322
PONCET Jacqueline,Logement,Charézier,39130,46.6100118,5.7274295,"Au coeur de la région des lacs, je vous accueille en chambres d'hôtes, celle-ci située à l'étage d'une ancienne ferme rénovée.",189
Maison Doucet,Restaurant,Charolles,71120,46.4334552,4.2751069,"L'hôtel de la Maison Doucet, propose des chambres et des suites très raffinées et toutes équipées.",322
Relais de Chasse,Logement,Voudenay,21230,47.1014058,4.3801588,,4
Gîte,Logement,Saint-Loup-des-Bois,58200,47.4447618,2.99926192,,260
Les Étoiles de Bevy  - Chalet mobile Licorne,Logement,Septmoncel les Molunes,39310,46.370448,5.9112369,Venez découvrir le chalet insolite de luxe Licorne pour deux personnes avec sauna et bain nordique à remous privatifs.,221
Industrie Le Chat - Le Textile Indémaillable,Site culturel,Chauffailles,71170,46.20875,4.3361322,"L’industrie Le Chat, spécialisé dans la lingerie de nuit, perpétue l'activité textile de Chauffailles.",326
Cpie bresse jura,Activité,Sellières,39230,46.8236517,5.56197459,,197
Village de Savigny-lès-Beaune,Site culturel,Savigny-lès-Beaune,21420,47.0632328,4.8174982,,59
Les Cygnes,Restaurant,Villers-le-Lac,25130,47.0645851,6.69263861,"Situé à la frontière suisse, à l'entrée des bassins du Doubs, l'hôtel bénéficie d'une vue imprenable sur la rivière... et ses cygnes.",176
Le gite du Meunier,Logement,Courtelevant,90100,47.516701,7.0833,,503
Gîte de groupe Le grand canady Les jardins de l'etang,Logement,Noidans-le-Ferroux,70130,47.571155,5.95737934,,303
Domaine des Crais,Activité,Leynes,71570,46.2677996,4.7296544,,373
"Randonneurs du Bazois ""Traîne-Savates""",Activité,Châtillon-en-Bazois,58110,47.05235,3.65599,"Randonnées pédestres (5km ou 8km). Ces randonnées sont ouvertes à tous, et il vous sera demandé de prendre une licence à partir de trois randonnées",249
Le Renard Bleu,Restaurant,Châtillon-sur-Seine,21400,47.86741,4.57092,,12
La Bohème  - Cornaline,Logement,Bourbon-Lancy,71140,46.61637,3.77283,"Appartement duplex, 2 à 4 personnes, cuisine équipée, LV, Lave Linge, canapé, TV, fibre, clim, 1 chambre, salle de douche, WC, terrasse et jardin",313
Piscine intercommunale des 7 Chevaux,Activité,Luxeuil-les-Bains,70300,47.8106183,6.35584831,"Club de plongée, cours de natation, club de natation, 3e âge.",285
SCI RBB,Logement,Brion,71190,46.897727,4.233825,"Idéal pour familles à Brion  à 10 mn d'Autun, au calme absolu, notre hameau est composé de 3 maisons indépendants pouvant accueillir 14 personnes.",343
Guilleman,Activité,Marcenay,21330,47.8619742,4.4050944,,12
Thibert Père et Fils,Activité,Fuissé,71960,46.27962,4.74537,,373
Au Nid Douillet,Logement,Salins-les-Bains,39110,46.9368445,5.87709799,"Idéal pour un séjour en couple au coeur de la ville. Profitez d'une jolie vue sur la Grande Saline, l'Hôtel-Dieu et le fort Saint-André.",223
Église de la Nativité,Site culturel,Cussy-le-Châtel,21230,47.1647792,4.58365911,,4
Hôtel Première Classe Chalon-sur-Saône,Logement,Chalon-sur-Saône,71100,46.793275,4.833535,"Situé à 2 min en voiture du péage A6 sortie Chalon-sur-Saône Nord et à 10 min du centre ville de Chalon-sur-Saône, l'hôtel dispose de 71 chambres.",318
Les Carriaux,Logement,Le Fied,39800,46.7717967,5.7255777,,216
A la Frontière du Paradis,Logement,Larochemillay,58370,46.90312,3.931916,,245
LA CHAMADE,Logement,Boussenois,21260,47.629005,5.209676,,60
Fontaine des Bougers,Paysage,Raveau,58400,47.193989,3.095251,"Le nom de Bougers est une déformation de ""Bouviers"" qui dessinait les hommes qui menaient les bœufs.",232
Nonna Trattoria,Restaurant,Les Rousses,39220,46.484497,6.060172,"Spécialités italiennes, le goût de l’Italie dans votre assiette. Cave à vins italiens. Carte à emporter.
Venez découvrir cet endroit convivial.",218
"""16 Rue des Lacs""",Logement,Condes,39240,46.33634,5.62315,"Très joli logement confortable.  Situation idéal pour la pèche , la baignade, promenade , cyclisme...",179
Gilbert Pauline,Activité,Chasnay,58350,47.2462461,3.18380339,,238
Chez Paul et Alice,Logement,Semmadon,70120,47.738895,5.871895,,283
Clément l'Astroguide,Activité,Saint-Prix,71990,46.96236,4.06152,"Soirées d'observations des étoiles par un guide conférencier passionné, à l’œil ou au télescope, découvrez les merveilles du ciel nocturne !",343
Médiathèque de Chassal-Molinges,Site culturel,Saint-Claude,39360,46.3540326,5.7666941,,186
Gîte n°G1196,Logement,Saligney,39350,47.2204193,5.6401711,,211
Abbaye de Luxeuil (Ancienne Abbaye St Colomban),Site culturel,Luxeuil-les-Bains,70300,47.81707,6.380367,,285
Les Marteaux de Mailley,Activité,Mailley-et-Chazelot,70000,47.5396309,6.05383673,L’association a pour but de faire découvrir et revivre les métiers liés à la forge.,290
Circuit privatisé journée - Côte de Beaune et Côte de Nuits,Activité,Dijon,21000,47.322982,5.041742,,19
Aire d'accueil - La Coupe,Logement,Les Fourgs,25300,46.8334471,6.42527177,Stationnement gratuit sur le parking de la Coupe.,110
Gîte La Chapelle,Logement,Noyers,89310,47.695641,3.995663,,442
Aire de stationnement Camping-Car,Logement,Vesoul,70000,47.6410041,6.14249501,Deux emplacements réservés aux camping-cars au carrefour de la Vaugine.,294
Les Roulottes de Campagne,Logement,Toulon-sur-Arroux,71320,46.679926,4.139699,"Venez vivre une aventure insolite en Roulotte de Campagne tout confort, à proximité de Diverti'Parc dans un clos paysager.",408
Eglise Saint-Sébastien de La Chapelle Vaupelteigne,Site culturel,La Chapelle-Vaupelteigne,89800,47.844888,3.7642537,,424
Marais des Brosses,Paysage,Recey-sur-Ource,21290,47.78031,4.861789,,12
La Sarrazine - Appartement 2,Logement,Sarrageois,25240,46.7261968,6.2181103,Appartement situé au rez-de-chaussée.,140
La Grande Maison dans la Prairie,Logement,Chaumot,89500,48.08317,3.18427,"Cette vaste maison d'hôtes de 400 m2, ancien corps de ferme rénové avec goût, à seulement 1h30 et 2h de Dijon, vous accueillera pour un agréable.",436
Chambre d'hotes la saônoise,Logement,Conflandey,70170,47.7282447,6.04736849,,293
Les Couloirs du Temps - La Clé du Bastion,Activité,Belfort,90000,47.63964,6.86498,"La mission incontournable pour les 6-10 ans, entre énigmes, jeux d'adresses et aventures.
Option d'une formule anniversaire disponible !",489
Appartement - Yann Patoz,Logement,Montbenoît,25650,47.0079138,6.45649551,Gîte situé dans une ancienne ferme comtoise dans un hameau calme et tranquille.,147
Chambres d'hôtes du Randonneur,Logement,Anglure-sous-Dun,71170,46.232064,4.361285,"Suite familiale, 3  chambres 6 personnes et suite de 45m2 pour 2 personnes. Petit-déjeuner bio compris dans la nuitée.",326
Le Relais des Sapins,Restaurant,Anglure-sous-Dun,71170,46.2318317,4.36038698,Dans un cadre verdoyant avec vue panoramique sur le bocage Brionnais et le viaduc de Mussy-sous-Dun.,326
Truffière et parcours pédagogique du Pays Seine-et-Tilles,Site culturel,Is-sur-Tille,21120,47.522464,5.100266,,26
Musée Histoire et Culture des Sourds,Activité,Louhans,71500,46.628955,5.225489,"Un musée dédié à l'histoire et à la culture des sourds : langue des signes, vie sociale, enseignement, art et le parcours de Ferdinand Berthier.",353
La Ferme Aquacole de Crisenon,Activité,Prégilbert,89460,47.640818,3.6581184,"Ici, vous pouvez vous promener, pêcher (matériel fourni), vous rafraîchir à l'ombre  du platane bicentenaire et passer tout simplement un agréable mom",434
Hotel Campanile Beaune,Restaurant,Beaune,21200,46.987618,4.835211,L'hôtel restaurant Campanile Beaune est une étape idéale sur la route des vacances et vous permettra de découvrir Beaune et ses environs.,9
Les Greniers du Meix Lagor,Logement,Montlebon,25500,47.0102209,6.62718009,"À 1100 m d'altitude, au milieu d'une nature aussi sauvage qu'accessible, dans cette ancienne grange les chambres sont d'authentiques greniers.",137
"Le Moulin du Coq, côté Village",Logement,Argilly,21700,47.06694,5.00999,,44
Pêche au Lac de la faïencerie,Activité,Rioz,70190,47.425622,6.0731134,,296
Les Hirondelles,Logement,Laroche-Saint-Cydroine,89400,47.9637056,3.491414,"Gîte très calme donnant sur la rivière. Idéal pour la pêche, les balades à pied ou en vélo (canal de Bourgogne à 800 m). Local à vélo à disposition.",443
Auberge Croix Messire Jean,Restaurant,Uchon,71190,46.8092586,4.2578584,,343
Aire de service pour camping-car de Moulins-Engilbert,Logement,Moulins-Engilbert,58290,46.9851423,3.80920237,"Pour les utilisateurs de camping-cars, possibilité de profiter de l'aire de services dans le bourg de Moulins-Engilbert, dans le Parc naturel Régional",249
Climats des Échaliers,Logement,Beaune,21200,47.0157997,4.8475785,,7
Appartement F3 meublé pour cure thermale,Logement,Luxeuil-les-Bains,70300,47.8128684,6.3816943,"Loue appartement type F3 au 2ème étage au centre de Luxeuil les bains, proche de tous commerces.
15 minutes à pied des thermes de Luxeuil.",285
La maison d'à côté,Logement,Saint-Amand-en-Puisaye,58310,47.5297839,3.0742562,,255
Hôtel Aux Vendanges de Bourgogne,Restaurant,Paray-le-Monial,71600,46.4465568,4.1170399,"Idéalement situé, proche centre historique, voie verte, canal et gare, notre hôtel, labellisé ""logis"" vous apportera tout le confort pour votre séjour",370
Naudin-Ferrand Henri,Activité,Magny-lès-Villers,21700,47.0979218,4.8745559,,28
Auberge des 4 Générations,Restaurant,La Chaumusse,39150,46.6025326,5.96140151,"L'auberge 4 générations vous propose des plats élaborés à partir de produits frais. Ouvert du lundi au vendredi midi, vendredi soir et dimanche soir.",222
Auberge Bressane,Restaurant,Serley,71310,46.8205771,5.2396816,,361
Au Lotus blanc - Massages  Ayurvédique,Activité,Longchaumois,39400,46.4766796,5.95646892,"Massages et soins  à l'huile de sésame bio selon la tradition Ayurvédique.Enfants, adultes. Certifications ""CLK Formation"" à Lyon, reconnu par la FFMB",203
A la Combe de Nuits,Logement,Corgoloin,21700,47.08493,4.91198,,28
L'Absinthe - Restaurant du Saut du Doubs,Restaurant,Villers-le-Lac,25130,47.085253,6.70946044,"Sur le site naturel du Saut du Doubs, dégustez une absinthe à la fontaine avant d'apprécier votre repas aux saveurs comtoises.",176
Gîte du Presbytère,Logement,Voulaines-les-Templiers,21290,47.8184976,4.77825346,Ancien presbytère maison de caractère idéale pour des groupes,12
Dégustation - Formule Premium,Activité,Tournus,71700,46.5846248,4.90279079,Visite explicative de notre espace pédagogique et dégustation commentée de 6 vins (dont 4 vins classés en 1er cru) + 1 spirit + charcuteries/fromages.,409
Meublés Les Fleurs,Logement,Luxeuil-les-Bains,70300,47.8195029,6.37958414,"3 Studios (Orchidées, Clématites, Glycines et Jonquilles), deux au RDC et deux au 1er étage dans cour intérieure, non visibles de la rue, au calme.",285
L'Affineur Comtois,Restaurant,Besançon,25000,47.2429691,6.02140399,"Dans un cadre typique des chalets du Haut-Doubs, laissez-vous transporter par les saveurs des spécialités de notre région.",81
Chaletang,Logement,Sermamagny,90300,47.6784493,6.84040546,,514
A la bulle étoile,Logement,Loulans-Verchamp,70230,47.4464484,6.2049508,"Ressourcez-vous dans l'une de nos deux bulles, pour une expérience atypique, nichée en pleine nature, au cœur de la Haute-Saône, à Loulans-Verchamp.",158
Le Majestic Love Room N°2,Logement,Mâcon,71000,46.29959,4.82959,"L'Appartement Majestic  'Love Room' est unique.
Superficie de 32 m². Cuisine  et des services de confort. Place parking. WIFI par fibre optique.",355
Le TilleRoy,Logement,Painblanc,21360,47.1487213,4.61235376,,4
L'Épicerie,Activité,Gray,70100,47.4450065,5.59179141,,280
Les Chambres de Rougemont,Logement,Rougemont,21500,47.668857,4.24312734,"Situé à Rougemont, à 26 km de Semur-en-Auxois, l'établissement Les Chambres de Rougemont propose un jardin et une connexion Wi-Fi gratuite.",40
La Forge d'Eloi,Activité,Blanot,71250,46.472726,4.736567,,310
LocaZen,Logement,Damprichard,25450,47.2335805,6.868512,Nouveau gîte rénové récemment. Situé dans un petit village des montagnes du Jura. Proche des sentiers de randonnées et des commerces.,98
Le Gîte à Riton,Logement,Lesme,71140,46.653046,3.717509,Maison individuelle pour 8 personnes.,313
Château de la Dame Blanche,Restaurant,Geneuille,25870,47.3308948,5.9698151,"Installé dans un manoir du XIXe siècle avec 2 jardins en annexe, cet hôtel-restaurant élégant possède des chambres décorées dans des styles différents",113
Aire de camping-cars (flot bleu),Logement,Pesmes,70140,47.2767768,5.5661834,,291
1.2.3 Jouons,Activité,Champforgeuil,71530,46.8235387,4.83640779,Le Paradis des enfants de 0 à 12 ans. Aire de jeux de 1800 m² avec snack.,319
Gîte Limarry,Logement,Charny Orée de Puisaye,89120,47.88548,3.09633,"Au coeur de Charny Orée de Puisaye, à quelques pas du centre-ville, le Gîte de Limarry et son jardin, tout confort, accueille de 1 à 4 personnes.",429
Isabelle MININI,Activité,Dijon,21000,47.3228094,5.0441218,,19
Chez Mamie Géo,Logement,Chablis,89800,47.810556,3.801594,"À 5 min du centre-ville, près de l'Église Saint-Pierre, dans un quartier calme, nous vous proposons une maison à louer au cœur du village de Chablis p",424
L'amuse bouche,Restaurant,Bourogne,90140,47.5597958,6.91915418,,491
Caveau Saint-Felix,Activité,Beaune,21200,47.0226659,4.8348988,"Organisation des masters classes, des dégustations privées, des mâchons bourguignons, des anniversaires , etc.",7
La Bulle 1,Logement,Chapaize,71460,46.560067,4.727316,,382
Mas des Tines,Activité,Saint-Amour-Bellevue,71570,46.2431653,4.738505,"Depuis 1906, 5ème génération de vignerons Jérémie Giloux crée son propre domaine de 9 hectares en Saône et Loire à St Amour-Bellevue en 2002.",320
Restaurant L'Ecu,Restaurant,Sens,89100,48.198321,3.2825374,"Situé dans le centre historique de Sens, restaurant au design chic et feutré avec à la carte des plats traditionnels revisités avec inventivité.",467
Les Capucines,Logement,Villiers-Vineux,89360,47.943909,3.834544,,444
La maison du sculpteur,Logement,Faucogney-et-la-Mer,70310,47.8433211,6.5648819,,288
Bourgogne Montgolfière,Activité,Moroges,71390,46.748591,4.680403,Vols en montgolfière au dessus du vignoble de la Côte Chalonnaise.,316
Defaix Daniel-Etienne,Activité,Chablis,89800,47.8154877,3.7990783,,424
Les chambres du Clos Ligérien,Logement,Nevers,58000,46.981524,3.1594296,,251
Bar-Brasserie de la Tille,Restaurant,Les Maillys,21130,47.13687,5.340972,"Restaurant-bar à la campagne. Du fait maison avec saveurs et produits frais. Cuisine traditionnelle, salades repas l'été et le vendredi spécialités !",6
Le 3B,Logement,Beaune,21200,47.0234086,4.8400297,,7
